arrival_date,commodity,variety,mandi_name,state,price_modal_kg,arrivals_mt,price_lag_1,price_lag_7,price_lag_14,arrivals_lag_1,arrivals_7day_avg,season_week,month,year,price_yoy,arrivals_yoy,bearing_year_flag,export_demand_proxy,flowering_weather_score
2017-06-05,Mango,Mallika,Patna APMC,Bihar,102.26,294.05,106.65,90.97,95.55,283.26,266.3,14,6,2017,-0.9399999999999977,75.46000000000001,1,69.488,69.25
2017-06-12,Mango,Mallika,Patna APMC,Bihar,98.99,243.53,102.26,97.07,96.67,294.05,278.6142857142857,15,6,2017,-4.75,17.52000000000001,1,69.6362,67.17
2017-06-19,Mango,Mallika,Patna APMC,Bihar,91.46,199.5,98.99,106.29,90.68,243.53,270.6671428571429,16,6,2017,-5.88000000000001,23.340000000000003,1,69.6852,61.83
2017-06-26,Mango,Mallika,Patna APMC,Bihar,83.99,180.46,91.46,98.83,94.63,199.5,253.42428571428573,17,6,2017,-6.980000000000004,7.6299999999999955,1,68.9878,71.48
2018-05-07,Mango,Mallika,Patna APMC,Bihar,99.04,225.41,83.99,102.55,103.2,180.46,243.92714285714283,10,5,2018,1.970000000000013,68.07999999999998,0,71.5272,82.87
2018-05-14,Mango,Mallika,Patna APMC,Bihar,101.9,247.78,99.04,97.55,103.74,225.41,239.1414285714286,11,5,2018,-4.390000000000001,-7.349999999999994,0,71.4458,73.55
2018-05-21,Mango,Mallika,Patna APMC,Bihar,94.03,234.87,101.9,106.65,97.34,247.78,232.22857142857143,12,5,2018,-4.799999999999997,-66.29000000000002,0,71.5928,81.77
2018-05-28,Mango,Mallika,Patna APMC,Bihar,99.49,247.57,94.03,102.26,90.97,234.87,225.5885714285714,13,5,2018,-3.0600000000000023,-44.31999999999999,0,71.0363,76.53
2018-06-04,Mango,Mallika,Patna APMC,Bihar,94.0,214.77,99.49,98.99,97.07,247.57,221.48,14,6,2018,-3.549999999999997,-66.50999999999996,0,71.5252,70.61
2018-06-11,Mango,Mallika,Patna APMC,Bihar,101.81,209.17,94.0,91.46,106.29,214.77,222.86142857142858,15,6,2018,-4.840000000000003,-74.09,0,71.1614,67.9
2018-06-18,Mango,Mallika,Patna APMC,Bihar,96.67,167.87,101.81,83.99,98.83,209.17,221.06285714285715,16,6,2018,-5.590000000000003,-126.18,0,70.6807,75.62
2018-06-25,Mango,Mallika,Patna APMC,Bihar,95.66,147.02,96.67,99.04,102.55,167.87,209.86428571428573,17,6,2018,-3.3299999999999983,-96.50999999999999,0,70.9776,59.51
2019-05-06,Mango,Mallika,Patna APMC,Bihar,100.89,276.05,95.66,101.9,97.55,147.02,213.90285714285713,10,5,2019,9.430000000000007,76.55000000000001,1,72.8803,66.38
2019-05-13,Mango,Mallika,Patna APMC,Bihar,101.98,296.13,100.89,94.03,106.65,276.05,222.6542857142857,11,5,2019,17.99000000000001,115.66999999999999,1,72.9037,66.68
2019-05-20,Mango,Mallika,Patna APMC,Bihar,99.47,294.51,101.98,99.49,102.26,296.13,229.35999999999999,12,5,2019,0.4299999999999926,69.1,1,72.9429,71.95
2019-05-27,Mango,Mallika,Patna APMC,Bihar,101.62,267.16,99.47,94.0,98.99,294.51,236.84428571428572,13,5,2019,-0.28000000000000114,19.380000000000024,1,72.5939,70.36
2019-06-03,Mango,Mallika,Patna APMC,Bihar,97.25,269.05,101.62,101.81,91.46,267.16,245.39857142857142,14,6,2019,3.219999999999999,34.18000000000001,1,72.8634,61.65
2019-06-10,Mango,Mallika,Patna APMC,Bihar,94.43,251.96,97.25,96.67,83.99,269.05,257.4114285714286,15,6,2019,-5.059999999999988,4.390000000000015,1,72.4035,62.93
2019-06-17,Mango,Mallika,Patna APMC,Bihar,100.39,214.59,94.43,95.66,99.04,251.96,267.06428571428575,16,6,2019,6.390000000000001,-0.18000000000000682,1,72.1983,64.3
2019-06-24,Mango,Mallika,Patna APMC,Bihar,101.52,164.47,100.39,100.89,101.9,214.59,251.12428571428572,17,6,2019,-0.29000000000000625,-44.69999999999999,1,72.3803,72.13
2020-05-04,Mango,Mallika,Patna APMC,Bihar,101.54,234.3,101.52,101.98,94.03,164.47,242.2914285714286,10,5,2020,4.8700000000000045,66.43,0,74.5764,78.64
2020-05-11,Mango,Mallika,Patna APMC,Bihar,99.65,240.47,101.54,99.47,99.49,234.3,234.5714285714286,11,5,2020,3.990000000000009,93.44999999999999,0,74.2987,70.96
2020-05-18,Mango,Mallika,Patna APMC,Bihar,96.61,247.21,99.65,101.62,94.0,240.47,231.7214285714286,12,5,2020,-4.280000000000001,-28.840000000000003,0,74.5853,77.84
2020-05-25,Mango,Mallika,Patna APMC,Bihar,108.53,253.66,96.61,97.25,101.81,247.21,229.52285714285713,13,5,2020,6.549999999999997,-42.47,0,74.1082,75.71
2020-06-01,Mango,Mallika,Patna APMC,Bihar,104.16,226.87,108.53,94.43,96.67,253.66,225.93857142857146,14,6,2020,4.689999999999998,-67.63999999999999,0,74.0885,69.78
2020-06-08,Mango,Mallika,Patna APMC,Bihar,101.13,213.04,104.16,100.39,95.66,226.87,225.71714285714285,15,6,2020,-0.4900000000000091,-54.12000000000003,0,74.1721,61.85
2020-06-15,Mango,Mallika,Patna APMC,Bihar,95.5,201.78,101.13,101.52,100.89,213.04,231.04714285714286,16,6,2020,-1.75,-67.27000000000001,0,74.5502,68.27
2020-06-22,Mango,Mallika,Patna APMC,Bihar,103.3,158.27,95.5,101.54,101.98,201.78,220.18571428571428,17,6,2020,8.86999999999999,-93.69,0,74.1823,56.41
2020-06-29,Mango,Mallika,Patna APMC,Bihar,94.02,140.75,103.3,99.65,99.47,158.27,205.94,18,6,2020,-6.3700000000000045,-73.84,0,73.913,62.96
2021-05-03,Mango,Mallika,Patna APMC,Bihar,104.78,280.0,94.02,96.61,101.62,140.75,210.6242857142857,10,5,2021,3.260000000000005,115.53,1,75.8944,73.81
2021-05-10,Mango,Mallika,Patna APMC,Bihar,105.53,279.01,104.78,108.53,97.25,280.0,214.24571428571429,11,5,2021,3.989999999999995,44.70999999999998,1,76.7166,73.66
2021-05-17,Mango,Mallika,Patna APMC,Bihar,94.25,286.67,105.53,104.16,94.43,279.01,222.78857142857143,12,5,2021,-5.400000000000006,46.20000000000002,1,76.0824,85.64
2021-05-24,Mango,Mallika,Patna APMC,Bihar,108.64,303.06,94.25,101.13,100.39,286.67,235.64857142857142,13,5,2021,12.030000000000001,55.849999999999994,1,76.557,73.98
2021-05-31,Mango,Mallika,Patna APMC,Bihar,99.58,275.69,108.64,95.5,101.52,303.06,246.20714285714286,14,5,2021,-8.950000000000003,22.03,1,75.72,76.45
2021-06-07,Mango,Mallika,Patna APMC,Bihar,103.72,264.44,99.58,103.3,101.54,275.69,261.3742857142857,15,6,2021,-0.4399999999999977,37.56999999999999,1,75.5074,62.62
2021-06-14,Mango,Mallika,Patna APMC,Bihar,93.51,249.44,103.72,94.02,99.65,264.44,276.90142857142854,16,6,2021,-7.61999999999999,36.400000000000006,1,75.601,66.41
2021-06-21,Mango,Mallika,Patna APMC,Bihar,96.9,220.14,93.51,104.78,96.61,249.44,268.35,17,6,2021,1.4000000000000057,18.359999999999985,1,75.8618,61.53
2021-06-28,Mango,Mallika,Patna APMC,Bihar,98.38,151.7,96.9,105.53,108.53,220.14,250.16285714285712,18,6,2021,-4.920000000000002,-6.570000000000022,1,75.0516,64.38
2022-05-02,Mango,Mallika,Patna APMC,Bihar,102.34,208.31,98.38,94.25,104.16,151.7,238.96857142857144,9,5,2022,8.320000000000007,67.56,0,78.1254,79.4
2022-05-09,Mango,Mallika,Patna APMC,Bihar,116.44,234.48,102.34,108.64,101.13,208.31,229.17142857142858,10,5,2022,11.659999999999997,-45.52000000000001,0,77.5064,71.97
2022-05-16,Mango,Mallika,Patna APMC,Bihar,106.48,234.51,116.44,99.58,95.5,234.48,223.28857142857143,11,5,2022,0.9500000000000028,-44.5,0,77.6511,72.24
2022-05-23,Mango,Mallika,Patna APMC,Bihar,109.62,236.12,106.48,103.72,103.3,234.51,219.2428571428571,12,5,2022,15.370000000000005,-50.55000000000001,0,78.1715,72.09
2022-05-30,Mango,Mallika,Patna APMC,Bihar,104.41,235.7,109.62,93.51,94.02,236.12,217.28,13,5,2022,-4.230000000000004,-67.36000000000001,0,77.6244,72.3
2022-06-06,Mango,Mallika,Patna APMC,Bihar,104.03,223.5,104.41,96.9,104.78,235.7,217.76,14,6,2022,4.450000000000003,-52.19,0,77.6196,69.53
2022-06-13,Mango,Mallika,Patna APMC,Bihar,104.14,191.53,104.03,98.38,105.53,223.5,223.45,15,6,2022,0.4200000000000017,-72.91,0,77.5123,69.17
2022-06-20,Mango,Mallika,Patna APMC,Bihar,101.18,177.63,104.14,102.34,94.25,191.53,219.06714285714284,16,6,2022,7.670000000000002,-71.81,0,77.1955,69.51
2022-06-27,Mango,Mallika,Patna APMC,Bihar,103.58,142.42,101.18,116.44,108.64,177.63,205.91571428571427,17,6,2022,6.679999999999993,-77.72,0,76.8591,68.16
2023-05-01,Mango,Mallika,Patna APMC,Bihar,103.2,274.5,103.58,106.48,99.58,142.42,211.6285714285714,9,5,2023,4.820000000000007,122.80000000000001,1,79.2548,73.48
2023-05-08,Mango,Mallika,Patna APMC,Bihar,106.09,282.28,103.2,109.62,103.72,274.5,218.22285714285712,10,5,2023,3.75,73.96999999999997,1,79.4334,70.47
2023-05-15,Mango,Mallika,Patna APMC,Bihar,102.98,310.96,106.09,104.41,93.51,282.28,228.9742857142857,11,5,2023,-13.459999999999994,76.47999999999999,1,79.6239,74.17
2023-05-22,Mango,Mallika,Patna APMC,Bihar,102.63,306.21,102.98,104.03,96.9,310.96,240.78999999999996,12,5,2023,-3.8500000000000085,71.69999999999999,1,79.3889,77.07
2023-05-29,Mango,Mallika,Patna APMC,Bihar,105.35,313.44,102.63,104.14,98.38,306.21,258.20571428571424,13,5,2023,-4.27000000000001,77.32,1,79.5101,74.29
2023-06-05,Mango,Mallika,Patna APMC,Bihar,98.75,271.41,105.35,101.18,102.34,313.44,271.60285714285715,14,6,2023,-5.659999999999997,35.710000000000036,1,79.1829,64.14
2023-06-12,Mango,Mallika,Patna APMC,Bihar,97.11,246.83,98.75,103.58,116.44,271.41,286.5185714285714,15,6,2023,-6.920000000000002,23.330000000000013,1,79.0261,62.0
2023-06-19,Mango,Mallika,Patna APMC,Bihar,102.0,204.11,97.11,103.2,106.48,246.83,276.46285714285716,16,6,2023,-2.1400000000000006,12.580000000000013,1,78.5639,64.03
2023-06-26,Mango,Mallika,Patna APMC,Bihar,91.31,167.02,102.0,106.09,109.62,204.11,259.9971428571429,17,6,2023,-9.870000000000005,-10.609999999999985,1,78.7744,66.92
2024-05-06,Mango,Mallika,Patna APMC,Bihar,103.58,224.9,91.31,102.98,104.41,167.02,247.70285714285714,10,5,2024,0.0,82.48000000000002,0,81.2304,74.71
2024-05-13,Mango,Mallika,Patna APMC,Bihar,111.97,220.33,103.58,102.63,104.03,224.9,235.43428571428572,11,5,2024,8.769999999999996,-54.16999999999999,0,81.3396,77.0
2024-05-20,Mango,Mallika,Patna APMC,Bihar,102.77,225.49,111.97,105.35,104.14,220.33,222.87000000000003,12,5,2024,-3.3200000000000074,-56.789999999999964,0,80.8891,80.15
2024-05-27,Mango,Mallika,Patna APMC,Bihar,94.79,253.61,102.77,98.75,101.18,225.49,220.32714285714286,13,5,2024,-8.189999999999998,-57.349999999999966,0,80.9869,76.75
2024-06-03,Mango,Mallika,Patna APMC,Bihar,111.79,239.34,94.79,97.11,103.58,253.61,219.2571428571429,14,6,2024,9.16000000000001,-66.86999999999998,0,80.2868,65.55
2024-06-10,Mango,Mallika,Patna APMC,Bihar,105.35,218.79,111.79,102.0,103.2,239.34,221.3542857142857,15,6,2024,0.0,-94.65,0,80.3301,61.55
2024-06-17,Mango,Mallika,Patna APMC,Bihar,103.43,186.24,105.35,91.31,106.09,218.79,224.1,16,6,2024,4.680000000000007,-85.17000000000002,0,80.2942,69.48
2024-06-24,Mango,Mallika,Patna APMC,Bihar,101.58,155.02,103.43,103.58,102.98,186.24,214.11714285714285,17,6,2024,4.469999999999999,-91.81,0,80.0102,60.35
2025-05-05,Mango,Mallika,Patna APMC,Bihar,104.13,278.2,101.58,111.97,102.63,155.02,222.3842857142857,10,5,2025,2.1299999999999955,74.08999999999997,1,82.5352,80.47
2025-05-12,Mango,Mallika,Patna APMC,Bihar,112.61,299.83,104.13,102.77,105.35,278.2,233.00428571428571,11,5,2025,21.299999999999997,132.80999999999997,1,82.2727,76.83
2025-05-19,Mango,Mallika,Patna APMC,Bihar,106.22,328.98,112.61,94.79,98.75,299.83,243.77142857142857,12,5,2025,2.6400000000000006,104.08000000000001,1,82.581,78.7
2025-05-26,Mango,Mallika,Patna APMC,Bihar,109.94,315.36,106.22,111.79,97.11,328.98,254.6314285714286,13,5,2025,-2.030000000000001,95.03,1,82.6901,72.99
2025-06-02,Mango,Mallika,Patna APMC,Bihar,103.37,264.48,109.94,105.35,102.0,315.36,261.15857142857146,14,6,2025,0.6000000000000085,38.99000000000001,1,82.5582,70.0
2025-06-09,Mango,Mallika,Patna APMC,Bihar,107.29,257.5,103.37,103.43,91.31,264.48,271.33857142857147,15,6,2025,12.5,3.8899999999999864,1,82.2408,68.29
2025-06-16,Mango,Mallika,Patna APMC,Bihar,105.28,217.38,107.29,101.58,103.58,257.5,280.2471428571429,16,6,2025,-6.510000000000005,-21.960000000000008,1,82.1806,67.45
2025-06-23,Mango,Mallika,Patna APMC,Bihar,111.69,210.28,105.28,104.13,111.97,217.38,270.5442857142857,17,6,2025,6.340000000000003,-8.509999999999991,1,81.9515,71.23
2025-06-30,Mango,Mallika,Patna APMC,Bihar,101.82,174.6,111.69,112.61,102.77,210.28,252.65428571428575,18,6,2025,-1.6100000000000136,-11.640000000000015,1,81.8867,64.35
2026-05-04,Mango,Mallika,Patna APMC,Bihar,111.58,223.1,101.82,106.22,94.79,174.6,237.52857142857144,10,5,2026,10.0,68.07999999999998,0,84.5619,76.52
2026-05-11,Mango,Mallika,Patna APMC,Bihar,114.11,238.85,111.58,109.94,111.79,223.1,226.59857142857143,11,5,2026,9.980000000000004,-39.349999999999994,0,83.9348,76.54
2026-05-18,Mango,Mallika,Patna APMC,Bihar,108.65,242.95,114.11,103.37,105.35,238.85,223.52285714285713,12,5,2026,-3.9599999999999937,-56.879999999999995,0,84.0052,70.6
2026-05-25,Mango,Mallika,Patna APMC,Bihar,111.45,226.11,108.65,107.29,103.43,242.95,219.03857142857143,13,5,2026,5.230000000000004,-102.87,0,84.0062,75.69
2026-06-01,Mango,Mallika,Patna APMC,Bihar,108.0,239.51,111.45,105.28,101.58,226.11,222.20000000000002,14,6,2026,-1.9399999999999977,-75.85000000000002,0,83.8668,69.36
2026-06-08,Mango,Mallika,Patna APMC,Bihar,103.47,224.27,108.0,111.69,104.13,239.51,224.19857142857146,15,6,2026,0.09999999999999432,-40.21000000000001,0,83.7835,62.74
2026-06-15,Mango,Mallika,Patna APMC,Bihar,108.29,202.9,103.47,101.82,112.61,224.27,228.24142857142857,16,6,2026,1.0,-54.599999999999994,0,83.8341,71.27
2026-06-22,Mango,Mallika,Patna APMC,Bihar,99.97,161.16,108.29,111.58,106.22,202.9,219.39285714285714,17,6,2026,-5.310000000000002,-56.22,0,83.2029,60.95
2026-06-29,Mango,Mallika,Patna APMC,Bihar,107.75,150.83,99.97,114.11,109.94,161.16,206.81857142857143,18,6,2026,-3.9399999999999977,-59.44999999999999,0,83.0773,61.79
2015-05-04,Mango,Mallika,Delhi Azadpur APMC,Delhi,100.07,250.68,,,,,250.68,10,5,2015,,,1,66.7145,78.04
2015-05-11,Mango,Mallika,Delhi Azadpur APMC,Delhi,112.01,266.69,100.07,,,250.68,258.685,11,5,2015,,,1,66.5633,77.19
2015-05-18,Mango,Mallika,Delhi Azadpur APMC,Delhi,110.52,292.71,112.01,,,266.69,270.02666666666664,12,5,2015,,,1,66.8825,75.71
2015-05-25,Mango,Mallika,Delhi Azadpur APMC,Delhi,116.24,301.4,110.52,,,292.71,277.87,13,5,2015,,,1,66.9524,74.59
2015-06-01,Mango,Mallika,Delhi Azadpur APMC,Delhi,97.02,268.77,116.24,,,301.4,276.05,14,6,2015,,,1,66.3199,64.82
2015-06-08,Mango,Mallika,Delhi Azadpur APMC,Delhi,104.01,268.12,97.02,,,268.77,274.7283333333333,15,6,2015,,,1,66.259,61.94
2015-06-15,Mango,Mallika,Delhi Azadpur APMC,Delhi,106.24,203.99,104.01,,,268.12,264.62285714285713,16,6,2015,,,1,66.3652,61.49
2015-06-22,Mango,Mallika,Delhi Azadpur APMC,Delhi,88.5,188.94,106.24,100.07,,203.99,255.80285714285714,17,6,2015,,,1,66.4392,69.92
2015-06-29,Mango,Mallika,Delhi Azadpur APMC,Delhi,93.5,162.88,88.5,112.01,,188.94,240.97285714285712,18,6,2015,,,1,66.3121,67.52
2016-05-02,Mango,Mallika,Delhi Azadpur APMC,Delhi,104.78,203.63,93.5,110.52,,162.88,228.24714285714285,9,5,2016,,,0,68.7319,70.4
2016-05-09,Mango,Mallika,Delhi Azadpur APMC,Delhi,110.92,234.19,104.78,116.24,,203.63,218.6457142857143,10,5,2016,10.850000000000009,-16.49000000000001,0,68.5579,78.76
2016-05-16,Mango,Mallika,Delhi Azadpur APMC,Delhi,101.33,248.23,110.92,97.02,,234.19,215.71142857142857,11,5,2016,-10.680000000000007,-18.460000000000008,0,68.3007,72.04
2016-05-23,Mango,Mallika,Delhi Azadpur APMC,Delhi,107.37,243.2,101.33,104.01,,248.23,212.15142857142857,12,5,2016,-3.1499999999999915,-49.50999999999999,0,67.6337,70.76
2016-05-30,Mango,Mallika,Delhi Azadpur APMC,Delhi,103.49,235.27,107.37,106.24,,243.2,216.62000000000003,13,5,2016,-12.75,-66.12999999999997,0,68.2832,74.96
2016-06-06,Mango,Mallika,Delhi Azadpur APMC,Delhi,99.87,211.76,103.49,88.5,100.07,235.27,219.87999999999997,14,6,2016,2.8500000000000085,-57.00999999999999,0,68.126,61.77
2016-06-13,Mango,Mallika,Delhi Azadpur APMC,Delhi,99.72,194.03,99.87,93.5,112.01,211.76,224.32999999999998,15,6,2016,-4.290000000000006,-74.09,0,67.6344,68.38
2016-06-20,Mango,Mallika,Delhi Azadpur APMC,Delhi,101.13,167.52,99.72,104.78,110.52,194.03,219.17142857142858,16,6,2016,-5.109999999999999,-36.47,0,67.3089,71.34
2016-06-27,Mango,Mallika,Delhi Azadpur APMC,Delhi,94.87,137.62,101.13,110.92,116.24,167.52,205.37571428571428,17,6,2016,6.3700000000000045,-51.31999999999999,0,67.7445,64.87
2017-05-01,Mango,Mallika,Delhi Azadpur APMC,Delhi,104.8,254.41,94.87,101.33,97.02,137.62,206.25857142857143,9,5,2017,11.299999999999997,91.53,1,69.7823,74.29
2017-05-08,Mango,Mallika,Delhi Azadpur APMC,Delhi,102.26,281.63,104.8,107.37,104.01,254.41,211.74857142857147,10,5,2017,-2.519999999999996,78.0,1,69.4187,80.97
2017-05-15,Mango,Mallika,Delhi Azadpur APMC,Delhi,111.82,299.78,102.26,103.49,106.24,281.63,220.96428571428572,11,5,2017,0.8999999999999915,65.58999999999997,1,69.9831,74.97
2017-05-22,Mango,Mallika,Delhi Azadpur APMC,Delhi,113.78,307.61,111.82,99.87,88.5,299.78,234.65714285714284,12,5,2017,12.450000000000003,59.380000000000024,1,69.1857,73.85
2017-05-29,Mango,Mallika,Delhi Azadpur APMC,Delhi,113.46,278.27,113.78,99.72,93.5,307.61,246.69142857142856,13,5,2017,6.089999999999989,35.06999999999999,1,70.2227,73.44
2017-06-05,Mango,Mallika,Delhi Azadpur APMC,Delhi,109.85,253.75,113.46,101.13,104.78,278.27,259.01,14,6,2017,6.359999999999999,18.47999999999999,1,69.488,66.33
2017-06-12,Mango,Mallika,Delhi Azadpur APMC,Delhi,107.58,253.96,109.85,94.87,110.92,253.75,275.63,15,6,2017,7.709999999999994,42.20000000000002,1,69.6362,68.27
2017-06-19,Mango,Mallika,Delhi Azadpur APMC,Delhi,97.42,213.69,107.58,104.8,101.33,253.96,269.8128571428571,16,6,2017,-2.299999999999997,19.659999999999997,1,69.6852,61.95
2017-06-26,Mango,Mallika,Delhi Azadpur APMC,Delhi,94.14,184.65,97.42,102.26,107.37,213.69,255.9585714285714,17,6,2017,-6.989999999999995,17.129999999999995,1,68.9878,68.82
2018-05-07,Mango,Mallika,Delhi Azadpur APMC,Delhi,113.19,247.8,94.14,111.82,103.49,184.65,248.53285714285715,10,5,2018,18.319999999999993,110.18,0,71.5272,75.99
2018-05-14,Mango,Mallika,Delhi Azadpur APMC,Delhi,108.4,234.56,113.19,113.78,99.87,247.8,238.09714285714287,11,5,2018,3.6000000000000085,-19.849999999999994,0,71.4458,75.7
2018-05-21,Mango,Mallika,Delhi Azadpur APMC,Delhi,106.68,252.1,108.4,113.46,99.72,234.56,234.35857142857142,12,5,2018,4.420000000000002,-29.53,0,71.5928,75.4
2018-05-28,Mango,Mallika,Delhi Azadpur APMC,Delhi,111.24,238.79,106.68,109.85,101.13,252.1,232.22142857142856,13,5,2018,-0.5799999999999983,-60.98999999999998,0,71.0363,72.76
2018-06-04,Mango,Mallika,Delhi Azadpur APMC,Delhi,108.63,239.15,111.24,107.58,94.87,238.79,230.1057142857143,14,6,2018,-5.150000000000006,-68.46000000000001,0,71.5252,61.75
2018-06-11,Mango,Mallika,Delhi Azadpur APMC,Delhi,99.36,195.03,108.63,97.42,104.8,239.15,227.44,15,6,2018,-14.099999999999994,-83.23999999999998,0,71.1614,63.7
2018-06-18,Mango,Mallika,Delhi Azadpur APMC,Delhi,107.32,182.22,99.36,94.14,102.26,195.03,227.09285714285716,16,6,2018,-2.530000000000001,-71.53,0,70.6807,64.69
2018-06-25,Mango,Mallika,Delhi Azadpur APMC,Delhi,103.4,155.82,107.32,113.19,111.82,182.22,213.9528571428571,17,6,2018,-4.179999999999993,-98.14000000000001,0,70.9776,65.62
2019-05-06,Mango,Mallika,Delhi Azadpur APMC,Delhi,98.48,276.73,103.4,108.4,113.78,155.82,219.97714285714284,10,5,2019,1.0600000000000023,63.04000000000002,1,72.8803,72.93
2019-05-13,Mango,Mallika,Delhi Azadpur APMC,Delhi,113.94,295.57,98.48,106.68,113.46,276.73,226.18714285714285,11,5,2019,19.799999999999997,110.91999999999999,1,72.9037,74.88
2019-05-20,Mango,Mallika,Delhi Azadpur APMC,Delhi,104.21,293.08,113.94,111.24,109.85,295.57,233.94285714285712,12,5,2019,-8.980000000000004,45.27999999999997,1,72.9429,78.46
2019-05-27,Mango,Mallika,Delhi Azadpur APMC,Delhi,121.49,310.06,104.21,108.63,107.58,293.08,244.07285714285715,13,5,2019,13.08999999999999,75.5,1,72.5939,76.53
2019-06-03,Mango,Mallika,Delhi Azadpur APMC,Delhi,105.42,274.19,121.49,99.36,97.42,310.06,255.3814285714286,14,6,2019,-1.2600000000000051,22.090000000000003,1,72.8634,67.33
2019-06-10,Mango,Mallika,Delhi Azadpur APMC,Delhi,105.23,263.23,105.42,107.32,94.14,274.19,266.9542857142857,15,6,2019,-6.009999999999991,24.440000000000026,1,72.4035,66.48
2019-06-17,Mango,Mallika,Delhi Azadpur APMC,Delhi,106.8,226.3,105.23,103.4,113.19,263.23,277.02285714285716,16,6,2019,-1.8299999999999983,-12.849999999999994,1,72.1983,67.73
2019-06-24,Mango,Mallika,Delhi Azadpur APMC,Delhi,102.13,193.33,106.8,98.48,108.4,226.3,265.10857142857145,17,6,2019,2.769999999999996,-1.6999999999999886,1,72.3803,60.97
2020-05-04,Mango,Mallika,Delhi Azadpur APMC,Delhi,111.55,231.35,102.13,113.94,106.68,193.33,255.93428571428572,10,5,2020,4.230000000000004,49.129999999999995,0,74.5764,81.08
2020-05-11,Mango,Mallika,Delhi Azadpur APMC,Delhi,105.66,230.19,111.55,104.21,111.24,231.35,246.95000000000002,11,5,2020,2.259999999999991,74.37,0,74.2987,78.37
2020-05-18,Mango,Mallika,Delhi Azadpur APMC,Delhi,109.58,246.25,105.66,121.49,108.63,230.19,237.8342857142857,12,5,2020,11.099999999999994,-30.480000000000018,0,74.5853,74.31
2020-05-25,Mango,Mallika,Delhi Azadpur APMC,Delhi,114.93,235.45,109.58,105.42,99.36,246.25,232.3,13,5,2020,0.9900000000000091,-60.120000000000005,0,74.1082,70.05
2020-06-01,Mango,Mallika,Delhi Azadpur APMC,Delhi,109.84,215.81,114.93,105.23,107.32,235.45,225.52571428571426,14,6,2020,5.63000000000001,-77.26999999999998,0,74.0885,67.18
2020-06-08,Mango,Mallika,Delhi Azadpur APMC,Delhi,104.47,220.28,109.84,106.8,103.4,215.81,224.66571428571427,15,6,2020,-17.019999999999996,-89.78,0,74.1721,63.82
2020-06-15,Mango,Mallika,Delhi Azadpur APMC,Delhi,109.44,197.32,104.47,102.13,98.48,220.28,225.2357142857143,16,6,2020,4.019999999999996,-76.87,0,74.5502,65.81
2020-06-22,Mango,Mallika,Delhi Azadpur APMC,Delhi,101.58,160.92,109.44,111.55,113.94,197.32,215.17428571428573,17,6,2020,-3.6500000000000057,-102.31000000000003,0,74.1823,67.7
2020-06-29,Mango,Mallika,Delhi Azadpur APMC,Delhi,103.79,141.71,101.58,105.66,104.21,160.92,202.53428571428572,18,6,2020,-3.009999999999991,-84.59,0,73.913,72.59
2021-05-03,Mango,Mallika,Delhi Azadpur APMC,Delhi,118.64,276.92,103.79,109.58,121.49,141.71,206.9157142857143,10,5,2021,16.510000000000005,83.59,1,75.8944,78.7
2021-05-10,Mango,Mallika,Delhi Azadpur APMC,Delhi,106.73,291.16,118.64,114.93,105.42,276.92,214.87428571428572,11,5,2021,-4.819999999999993,59.81000000000003,1,76.7166,75.95
2021-05-17,Mango,Mallika,Delhi Azadpur APMC,Delhi,106.86,296.94,106.73,109.84,105.23,291.16,226.46428571428572,12,5,2021,1.2000000000000028,66.75,1,76.0824,72.49
2021-05-24,Mango,Mallika,Delhi Azadpur APMC,Delhi,105.59,308.98,106.86,104.47,106.8,296.94,239.13571428571433,13,5,2021,-3.989999999999995,62.73000000000002,1,76.557,72.88
2021-05-31,Mango,Mallika,Delhi Azadpur APMC,Delhi,103.58,273.71,105.59,109.44,102.13,308.98,250.04857142857142,14,5,2021,-11.350000000000009,38.25999999999999,1,75.72,73.98
2021-06-07,Mango,Mallika,Delhi Azadpur APMC,Delhi,105.42,240.94,103.58,101.58,111.55,273.71,261.48,15,6,2021,-4.420000000000002,25.129999999999995,1,75.5074,58.82
2021-06-14,Mango,Mallika,Delhi Azadpur APMC,Delhi,119.92,242.1,105.42,103.79,105.66,240.94,275.82142857142856,16,6,2021,15.450000000000003,21.819999999999993,1,75.601,59.31
2021-06-21,Mango,Mallika,Delhi Azadpur APMC,Delhi,108.3,209.72,119.92,118.64,109.58,242.1,266.2214285714286,17,6,2021,-1.1400000000000006,12.400000000000006,1,75.8618,66.25
2021-06-28,Mango,Mallika,Delhi Azadpur APMC,Delhi,100.34,193.58,108.3,106.73,114.93,209.72,252.28142857142856,18,6,2021,-1.2399999999999949,32.660000000000025,1,75.0516,60.01
2022-05-02,Mango,Mallika,Delhi Azadpur APMC,Delhi,107.6,205.13,100.34,106.86,109.84,193.58,239.1657142857143,9,5,2022,3.809999999999988,63.41999999999999,0,78.1254,74.94
2022-05-09,Mango,Mallika,Delhi Azadpur APMC,Delhi,112.03,236.54,107.6,105.59,104.47,205.13,228.81714285714284,10,5,2022,-6.609999999999999,-40.380000000000024,0,77.5064,75.74
2022-05-16,Mango,Mallika,Delhi Azadpur APMC,Delhi,118.6,265.16,112.03,103.58,109.44,236.54,227.5957142857143,11,5,2022,11.86999999999999,-26.0,0,77.6511,77.21
